id,category,query1,query2,label
47,咳血,我国最常见的咯血原因是什么?,我国最常见的咯血是什么?,0
47,咳血,我国主要的咯血原因是什么?,我国最常见的咯血是什么导致的?,1
48,咳血,我国主要的咯血原因是什么?,我国最常见的咯血有哪些?,0
54,咳血,大咯血的处理原则是什么?,大咯血该怎么处理?,1
55,咳血,大咯血的处理原则是什么?,如何处理大咯血?,1
56,咳血,大咯血的处理原则是什么?,大咯血是什么情况?,0
56,咳血,大咯血的处理原则是什么?,大咯血的什么病?,0
56,咳血,大咯血的处理原则是什么?,大咯血的原因是什么?,0
56,咳血,大咯血该怎么处理?,如何处理大咯血?,1
57,咳血,大咯血该怎么处理?,大咯血是什么情况?,0
63,咳血,咯血的话应该怎么抢救？,咯血的话应该怎么处理？,1
64,咳血,咯血的话应该怎么抢救？,咯血的话应该如何进行抢救？,1
65,咳血,咯血的话应该怎么抢救？,咯血的话应该去医院吗？,0
65,咳血,咯血的话应该怎么抢救？,咯血的话是什么原因造成的？,0
65,咳血,咯血的话应该怎么抢救？,咯血的话应该如何预防？,0
65,咳血,咯血的话应该怎么处理？,咯血的话应该如何进行抢救？,1
66,咳血,咯血的话应该怎么处理？,咯血的话应该去医院吗？,0
72,咳血,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血是什么病症？,1
73,咳血,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血是哪一种病呢？,1
74,咳血,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血是病吗？,0
74,咳血,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血需要去看病吗？,0
74,咳血,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血这种病严重吗？,0
74,咳血,请问无痰无咳嗽咯血是什么病症？,请问无痰无咳嗽咯血是哪一种病呢？,1
75,咳血,请问无痰无咳嗽咯血是什么病症？,请问无痰无咳嗽咯血是病吗？,0
81,咳血,请问肺癌造成咯血的原因是什么?,请问为什么肺癌会造成咯血呢?,1
82,咳血,请问肺癌造成咯血的原因是什么?,请问肺癌是如何导致咯血的？,1
83,咳血,请问肺癌造成咯血的原因是什么?,请问肺癌会造成咯血吗？,0
83,咳血,请问肺癌造成咯血的原因是什么?,请问肺癌造成的咯血应该如何治疗？,0
83,咳血,请问肺癌造成咯血的原因是什么?,请问肺癌造成的咯血严重吗？,0
83,咳血,请问为什么肺癌会造成咯血呢?,请问肺癌是如何导致咯血的？,1
84,咳血,请问为什么肺癌会造成咯血呢?,请问肺癌会造成咯血吗？,0
90,咳血,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血有什么治疗的方法？,1
91,咳血,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血该怎么治疗？,1
92,咳血,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血需要治疗吗？,0
92,咳血,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血严重吗？,0
92,咳血,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血是什么原因呢？,0
92,咳血,请问老人两年经常咯痰咯血有什么治疗的方法？,请问老人两年经常咯痰咯血该怎么治疗？,1
93,咳血,请问老人两年经常咯痰咯血有什么治疗的方法？,请问老人两年经常咯痰咯血需要治疗吗？,0
99,咳血,肺部感染支气管炎会咯血吗？,肺部感染支气管炎会造成咯血吗？,1
100,咳血,肺部感染支气管炎会咯血吗？,肺部感染支气管炎是否会导致咯血？,1
101,咳血,肺部感染支气管炎会咯血吗？,肺部感染支气管炎咯血怎么办？,0
101,咳血,肺部感染支气管炎会咯血吗？,肺部感染支气管炎咯血该怎么治疗？,0
101,咳血,肺部感染支气管炎会咯血吗？,肺部感染支气管炎咯血吃什么药？,0
101,咳血,肺部感染支气管炎会造成咯血吗？,肺部感染支气管炎是否会导致咯血？,1
102,咳血,肺部感染支气管炎会造成咯血吗？,肺部感染支气管炎咯血怎么办？,0
108,咳血,肺癌不咯血是不是情况好转了？,肺癌不咯血是不是说明变好了？,1
109,咳血,肺癌不咯血是不是情况好转了？,肺癌不咯血是不是情况好转了？,1
110,咳血,肺癌不咯血是不是情况好转了？,肺癌会不会咯血？,0
110,咳血,肺癌不咯血是不是情况好转了？,肺癌会导致咯血的情况吗？,0
110,咳血,肺癌不咯血是不是情况好转了？,肺癌和咯血有关系吗？,0
110,咳血,肺癌不咯血是不是说明变好了？,肺癌不咯血是不是情况好转了？,1
111,咳血,肺癌不咯血是不是说明变好了？,肺癌会不会咯血？,0
117,咳血,急性大咯血的症状有哪些？,急性大咯血会有什么症状呢？,1
118,咳血,急性大咯血的症状有哪些？,急性大咯血会出现什么样的症状？,1
119,咳血,急性大咯血的症状有哪些？,急性大咯血的种类有哪些？,0
119,咳血,急性大咯血的症状有哪些？,急性大咯血有哪些治疗方法？,0
119,咳血,急性大咯血的症状有哪些？,急性大咯血的原因是什么？,0
119,咳血,急性大咯血会有什么症状呢？,急性大咯血会出现什么样的症状？,1
120,咳血,急性大咯血会有什么症状呢？,急性大咯血的种类有哪些？,0
126,咳血,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊什么时候吃比较好？,1
127,咳血,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊适合饭前吃吗？,1
128,咳血,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊有副作用吗？,0
128,咳血,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊效果好不好？,0
128,咳血,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊可以和其他药一起吃吗？,0
128,咳血,请问鸦胆子油软胶囊什么时候吃比较好？,请问鸦胆子油软胶囊适合饭前吃吗？,1
129,咳血,请问鸦胆子油软胶囊什么时候吃比较好？,请问鸦胆子油软胶囊有副作用吗？,0
135,咳血,肾囊肿可以服用百令胶囊吗？,肾囊肿服用百令胶囊可以吗？,1
136,咳血,肾囊肿可以服用百令胶囊吗？,肾囊肿是否可以吃百令胶囊？,1
137,咳血,肾囊肿可以服用百令胶囊吗？,肾囊肿可以服用感冒药吗？,0
137,咳血,肾囊肿可以服用百令胶囊吗？,肾囊肿吃什么药好？,0
137,咳血,肾囊肿可以服用百令胶囊吗？,肾囊肿可以治疗吗？,0
137,咳血,肾囊肿服用百令胶囊可以吗？,肾囊肿是否可以吃百令胶囊？,1
138,咳血,肾囊肿服用百令胶囊可以吗？,肾囊肿可以服用感冒药吗？,0
144,咳血,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸适合什么样的症状？,1
145,咳血,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸的效果好吗？,1
146,咳血,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸有哪些副作用？,0
146,咳血,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸适应孕妇服用吗？,0
146,咳血,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸有哪些注意事项？,0
146,咳血,同仁堂百补增力丸适合什么样的症状？,同仁堂百补增力丸的效果好吗？,1
147,咳血,同仁堂百补增力丸适合什么样的症状？,同仁堂百补增力丸有哪些副作用？,0
153,咳血,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏是怎么使用的？,1
154,咳血,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏如何服用？,1
155,咳血,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏适合儿童服用吗？,0
155,咳血,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏有什么副作用呢？,0
155,咳血,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏的效果怎么样？,0
155,咳血,达仁堂益肺清化膏是怎么使用的？,达仁堂益肺清化膏如何服用？,1
156,咳血,达仁堂益肺清化膏是怎么使用的？,达仁堂益肺清化膏适合儿童服用吗？,0
162,咳血,你好百令胶囊是苦的还是咸的？,你好百令胶囊是味道是怎样的？,1
163,咳血,你好百令胶囊是苦的还是咸的？,你好百令胶囊味道好吗，苦还是咸？,1
164,咳血,你好百令胶囊是苦的还是咸的？,您好百令胶囊怎么服用?,0
164,咳血,你好百令胶囊是苦的还是咸的？,你好百令胶囊的效果怎么样？,0
164,咳血,你好百令胶囊是味道是怎样的？,你好百令胶囊味道好吗，苦还是咸？,1
165,咳血,你好百令胶囊是味道是怎样的？,您好百令胶囊怎么服用?,0
169,咳血,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊是如何服用的呢？,1
170,咳血,你好我想知道百令胶囊是怎么吃的？,你好我想知道怎么服用百令胶囊？,1
171,咳血,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊适应什么样的症状？,0
171,咳血,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊可以和其他药物一起吃吗？,0
171,咳血,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊感冒的时候可以吃吗？,0
171,咳血,你好我想知道百令胶囊是如何服用的呢？,你好我想知道怎么服用百令胶囊？,1
172,咳血,你好我想知道百令胶囊是如何服用的呢？,你好我想知道百令胶囊适应什么样的症状？,0
178,咳血,请问百令胶囊一天吃多少？,请问百令胶囊一天需要服用多少呢？,1
179,咳血,请问百令胶囊一天吃多少？,请问百令胶囊是一日三次吗？,1
180,咳血,请问百令胶囊一天吃多少？,请问百令胶囊的效果怎么样？,0
180,咳血,请问百令胶囊一天吃多少？,请问百令胶囊是苦的还是咸的？,0
180,咳血,请问百令胶囊一天吃多少？,请问百令胶囊的注意事项是什么？,0
180,咳血,请问百令胶囊一天需要服用多少呢？,请问百令胶囊是一日三次吗？,1
181,咳血,请问百令胶囊一天需要服用多少呢？,请问百令胶囊的效果怎么样？,0
187,咳血,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊会不会产生发烧的副作用？,1
188,咳血,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊是不是会有发烧的不良反应？,1
189,咳血,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊有什么作用？,0
189,咳血,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊可以治疗发烧吗？,0
189,咳血,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊怎么服用？,0
189,咳血,康尔佳益肺止咳胶囊会不会产生发烧的副作用？,康尔佳益肺止咳胶囊是不是会有发烧的不良反应？,1
190,咳血,康尔佳益肺止咳胶囊会不会产生发烧的副作用？,康尔佳益肺止咳胶囊有什么作用？,0
196,咳血,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸在药店买比医院更便宜吗？,1
197,咳血,立效止嗽立效丸药店比医院的便宜吗？,药店的立效止嗽立效丸的价格比医院的便宜一些吗？,1
198,咳血,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸是在医院购买吗？,0
198,咳血,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸药店有卖吗？,0
198,咳血,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸效果？,0
198,咳血,立效止嗽立效丸在药店买比医院更便宜吗？,药店的立效止嗽立效丸的价格比医院的便宜一些吗？,1
199,咳血,立效止嗽立效丸在药店买比医院更便宜吗？,立效止嗽立效丸是在医院购买吗？,0
205,咳血,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒多少钱？,1
206,咳血,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒需要多少钱？,1
207,咳血,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒的用量是多少？,0
207,咳血,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒如何服用？,0
207,咳血,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒的副作用是什么？,0
207,咳血,抑扶健脾益肾颗粒多少钱？,抑扶健脾益肾颗粒需要多少钱？,1
208,咳血,抑扶健脾益肾颗粒多少钱？,抑扶健脾益肾颗粒的用量是多少？,0
214,咳血,西黄胶囊可以治疗肺结节吗,西黄胶囊可不可以治疗肺结节吗,1
215,咳血,西黄胶囊可以治疗肺结节吗,西黄胶囊能治疗肺结节吗,1
216,咳血,西黄胶囊可以治疗肺结节吗,肺结节是呼吸系统疾病吗,0
216,咳血,西黄胶囊可以治疗肺结节吗,那种中成药可以治肺结节,0
216,咳血,西黄胶囊可以治疗肺结节吗,治疗肺结节需要手术吗,0
216,咳血,西黄胶囊可不可以治疗肺结节吗,西黄胶囊能治疗肺结节吗,1
217,咳血,西黄胶囊可不可以治疗肺结节吗,肺结节是呼吸系统疾病吗,0
223,咳血,益肺清化颗粒一盒有多少袋能喝多久,益肺清化颗粒一盒有几袋能喝几天,1
224,咳血,益肺清化颗粒一盒有多少袋能喝多久,益肺清化颗粒一盒装几袋能喝多长时间,1
225,咳血,益肺清化颗粒一盒有多少袋能喝多久,益肺清化颗粒有什么作用,0
225,咳血,益肺清化颗粒一盒有多少袋能喝多久,益肺清化颗粒主要成分是什么,0
225,咳血,益肺清化颗粒一盒有多少袋能喝多久,有肺结节可以吃益肺清化颗粒吗,0
225,咳血,益肺清化颗粒一盒有几袋能喝几天,益肺清化颗粒一盒装几袋能喝多长时间,1
226,咳血,益肺清化颗粒一盒有几袋能喝几天,益肺清化颗粒有什么作用,0
232,咳血,肺癌做过化疗后来复发病人咳得厉害怎么办,肺癌化疗后复发，咳得厉害有什么办法,1
233,咳血,肺癌做过化疗后来复发病人咳得厉害怎么办,化疗后肺癌又复发了，咳嗽厉害怎么治,1
234,咳血,肺癌做过化疗后来复发病人咳得厉害怎么办,肺癌做过化疗后还用输液吗,0
234,咳血,肺癌做过化疗后来复发病人咳得厉害怎么办,肺癌做过化疗后是不是需要加强营养,0
234,咳血,肺癌做过化疗后来复发病人咳得厉害怎么办,肺癌做过化疗后需要注意什么,0
234,咳血,肺癌化疗后复发，咳得厉害有什么办法,化疗后肺癌又复发了，咳嗽厉害怎么治,1
235,咳血,肺癌化疗后复发，咳得厉害有什么办法,肺癌做过化疗后还用输液吗,0
241,咳血,"肾阴虚吃这三种,川黄口服液百令胶囊归和什么",肾阴虚吃川黄口服液百令胶囊归还有什么,1
242,咳血,"肾阴虚吃这三种,川黄口服液百令胶囊归和什么",肾阴虚吃川黄口服液百令胶囊归还有哪种药,1
243,咳血,"肾阴虚吃这三种,川黄口服液百令胶囊归和什么",肾阴虚的症状有哪些,0
243,咳血,"肾阴虚吃这三种,川黄口服液百令胶囊归和什么",肾阴虚吃什么食物能补,0
243,咳血,"肾阴虚吃这三种,川黄口服液百令胶囊归和什么",肾阴虚该怎样治疗,0
243,咳血,肾阴虚吃川黄口服液百令胶囊归还有什么,肾阴虚吃川黄口服液百令胶囊归还有哪种药,1
244,咳血,肾阴虚吃川黄口服液百令胶囊归还有什么,肾阴虚的症状有哪些,0
250,咳血,荷叶丸这个药有什么样的作用,荷叶丸这个药有什么作用,1
251,咳血,荷叶丸这个药有什么样的作用,荷叶丸的作用是什么,1
252,咳血,荷叶丸这个药有什么样的作用,荷叶丸属于中成药吗,0
252,咳血,荷叶丸这个药有什么样的作用,荷叶丸有清热和化瘀的功效吗,0
252,咳血,荷叶丸这个药有什么样的作用,荷叶丸是中药吗,0
252,咳血,荷叶丸这个药有什么作用,荷叶丸的作用是什么,1
253,咳血,荷叶丸这个药有什么作用,荷叶丸属于中成药吗,0
259,咳血,秦巴止血胶囊可以治疗什么病,秦巴止血胶囊用于治疗什么病,1
260,咳血,秦巴止血胶囊可以治疗什么病,什么病可以吃秦巴止血胶囊,1
261,咳血,秦巴止血胶囊可以治疗什么病,秦巴止血胶囊可以治疗咳嗽吐血吗,0
261,咳血,秦巴止血胶囊可以治疗什么病,鼻子出血可以吃秦巴止血胶囊吗,0
261,咳血,秦巴止血胶囊可以治疗什么病,秦巴止血胶囊成分有哪些,0
261,咳血,秦巴止血胶囊用于治疗什么病,什么病可以吃秦巴止血胶囊,1
262,咳血,秦巴止血胶囊用于治疗什么病,秦巴止血胶囊可以治疗咳嗽吐血吗,0
268,咳血,秦巴止血胶囊的功能大吗,秦巴止血胶囊的功能有哪些,1
269,咳血,秦巴止血胶囊的功能大吗,秦巴止血胶囊的有哪些功能,1
270,咳血,秦巴止血胶囊的功能大吗,秦巴止血胶囊能治各种出血吗,0
270,咳血,秦巴止血胶囊的功能大吗,月经量大过多能吃秦巴止血胶囊吗,0
270,咳血,秦巴止血胶囊的功能大吗,秦巴止血胶囊治疗子宫肌瘤出血吗,0
270,咳血,秦巴止血胶囊的功能有哪些,秦巴止血胶囊的有哪些功能,1
271,咳血,秦巴止血胶囊的功能有哪些,秦巴止血胶囊能治各种出血吗,0
277,咳血,肺癌能吃阿斯美复方甲氧那明胶囊吗,肺癌能不能吃阿斯美复方甲氧那明胶囊,1
278,咳血,肺癌能吃阿斯美复方甲氧那明胶囊吗,肺癌可以吃阿斯美复方甲氧那明胶囊吗,1
279,咳血,肺癌能吃阿斯美复方甲氧那明胶囊吗,阿斯美复方甲氧那明胶囊能长期服用吗,0
279,咳血,肺癌能吃阿斯美复方甲氧那明胶囊吗,哮喘可以吃阿斯美复方甲氧那明胶囊吗,0
279,咳血,肺癌能吃阿斯美复方甲氧那明胶囊吗,肺癌患者吃那种药能缓解咳嗽症状吗,0
279,咳血,肺癌能不能吃阿斯美复方甲氧那明胶囊,肺癌可以吃阿斯美复方甲氧那明胶囊吗,1
280,咳血,肺癌能不能吃阿斯美复方甲氧那明胶囊,阿斯美复方甲氧那明胶囊能长期服用吗,0
286,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,阿斯美复方甲氧那明胶囊治疗咳嗽有效吗,1
287,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,阿斯美复方甲氧那明胶囊治疗咳嗽效果怎么样,1
288,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,长期服用阿斯美复方甲氧那明胶囊有哪些副作用,0
288,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,复方甲氧那明胶囊是治疗哮喘的常用药吗,0
288,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,阿斯美复方甲氧那明胶囊还治那种病,0
288,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽有效吗,阿斯美复方甲氧那明胶囊治疗咳嗽效果怎么样,1
289,咳血,阿斯美复方甲氧那明胶囊治疗咳嗽有效吗,长期服用阿斯美复方甲氧那明胶囊有哪些副作用,0
295,咳血,肝癌患者可以同时服用西黄胶囊和中药吗,肝癌患者能同时服用西黄胶囊和中药吗,1
296,咳血,肝癌患者可以同时服用西黄胶囊和中药吗,肝癌患者可以一块服用西黄胶囊和中药吗,1
297,咳血,肝癌患者可以同时服用西黄胶囊和中药吗,肝癌患者可以把保健品代替药吗,0
297,咳血,肝癌患者可以同时服用西黄胶囊和中药吗,西黄胶囊是中成药吗,0
297,咳血,肝癌患者可以同时服用西黄胶囊和中药吗,肝癌患者可以长期服用西黄胶囊吗,0
297,咳血,肝癌患者能同时服用西黄胶囊和中药吗,肝癌患者可以一块服用西黄胶囊和中药吗,1
298,咳血,肝癌患者能同时服用西黄胶囊和中药吗,肝癌患者可以把保健品代替药吗,0
304,咳血,百令胶囊和补肺活血胶囊哪个好,百令胶囊和补肺活血胶囊哪个效果好,1
305,咳血,百令胶囊和补肺活血胶囊哪个好,百令胶囊和补肺活血胶囊哪个疗效好,1
306,咳血,百令胶囊和补肺活血胶囊哪个好,百令胶囊和补肺活血胶囊都能治肺结核吗,0
306,咳血,百令胶囊和补肺活血胶囊哪个好,百令胶囊和补肺活血胶囊能一起服用吗,0
306,咳血,百令胶囊和补肺活血胶囊哪个好,百令胶囊和补肺活血胶囊都是中药吗,0
306,咳血,百令胶囊和补肺活血胶囊哪个效果好,百令胶囊和补肺活血胶囊哪个疗效好,1
307,咳血,百令胶囊和补肺活血胶囊哪个效果好,百令胶囊和补肺活血胶囊都能治肺结核吗,0
313,咳血,哪个牌子的达肺草疗效比较好呢,达肺草哪个牌子疗效比较好呢,1
314,咳血,哪个牌子的达肺草疗效比较好呢,什么牌子的达肺草效果比较好呢,1
315,咳血,哪个牌子的达肺草疗效比较好呢,达肺草能治疗肺纤维化吗,0
315,咳血,哪个牌子的达肺草疗效比较好呢,达肺草对于治疗急慢性呼吸道疾病效果怎么样,0
315,咳血,哪个牌子的达肺草疗效比较好呢,达肺草属于中草药吗,0
315,咳血,达肺草哪个牌子疗效比较好呢,什么牌子的达肺草效果比较好呢,1
316,咳血,达肺草哪个牌子疗效比较好呢,达肺草能治疗肺纤维化吗,0
322,咳血,同仁堂百补增力丸可以用来治疗哪些疾病,同仁堂百补增力丸可以治疗哪些疾病,1
323,咳血,同仁堂百补增力丸可以用来治疗哪些疾病,同仁堂百补增力丸适用哪些疾病,1
324,咳血,同仁堂百补增力丸可以用来治疗哪些疾病,脾胃不好的人可以吃同仁堂百补增力丸吗,0
324,咳血,同仁堂百补增力丸可以用来治疗哪些疾病,同仁堂百补增力丸的成分有哪些,0
324,咳血,同仁堂百补增力丸可以用来治疗哪些疾病,同仁堂百补增力丸是什么药,0
324,咳血,同仁堂百补增力丸可以治疗哪些疾病,同仁堂百补增力丸适用哪些疾病,1
325,咳血,同仁堂百补增力丸可以治疗哪些疾病,脾胃不好的人可以吃同仁堂百补增力丸吗,0
331,咳血,你好百令胶囊吃多久见效,百令胶囊吃多长时间见效,1
332,咳血,你好百令胶囊吃多久见效,百令胶囊服用几天可见成效,1
333,咳血,你好百令胶囊吃多久见效,气管炎可以吃百令胶囊吗,0
333,咳血,你好百令胶囊吃多久见效,百令胶囊能长期吃吗,0
333,咳血,你好百令胶囊吃多久见效,百令胶囊的十大功效是什么,0
333,咳血,百令胶囊吃多长时间见效,百令胶囊服用几天可见成效,1
334,咳血,百令胶囊吃多长时间见效,气管炎可以吃百令胶囊吗,0
340,咳血,咨询一下百令胶囊是处方药吗,咨询一下百令胶囊是非处方药吗,1
341,咳血,咨询一下百令胶囊是处方药吗,咨询一下百令胶囊是不是处方药,1
342,咳血,咨询一下百令胶囊是处方药吗,百令胶囊适用多大年龄的人,0
342,咳血,咨询一下百令胶囊是处方药吗,各大药店能买到百令胶囊吗,0
342,咳血,咨询一下百令胶囊是处方药吗,感冒咳嗽能吃百令胶囊吗,0
342,咳血,咨询一下百令胶囊是非处方药吗,咨询一下百令胶囊是不是处方药,1
343,咳血,咨询一下百令胶囊是非处方药吗,百令胶囊适用多大年龄的人,0
349,咳血,为什么小孩吃了富露施咳嗽更厉害了呢,小孩吃了富露施咳嗽更厉害了是为什么,1
350,咳血,为什么小孩吃了富露施咳嗽更厉害了呢,小孩吃了富露施咳嗽更厉害了是什么原因,1
351,咳血,为什么小孩吃了富露施咳嗽更厉害了呢,小孩感冒咳嗽能吃富露施吗,0
351,咳血,为什么小孩吃了富露施咳嗽更厉害了呢,多大的小孩可以吃富露施,0
351,咳血,为什么小孩吃了富露施咳嗽更厉害了呢,患有哮喘的孩子可以吃富露施吗,0
351,咳血,小孩吃了富露施咳嗽更厉害了是为什么,小孩吃了富露施咳嗽更厉害了是什么原因,1
352,咳血,小孩吃了富露施咳嗽更厉害了是为什么,小孩感冒咳嗽能吃富露施吗,0
358,咳血,孕妇可以吃百补增力丸吗,孕妇能吃百补增力丸吗,1
359,咳血,孕妇可以吃百补增力丸吗,孕妇可以服用百补增力丸吗,1
360,咳血,孕妇可以吃百补增力丸吗,百补增力丸适合儿童吃吧,0
360,咳血,孕妇可以吃百补增力丸吗,百补增力丸主要用于开胃健脾吗,0
360,咳血,孕妇可以吃百补增力丸吗,患有高血压可以吃百补增力丸吗,0
360,咳血,孕妇能吃百补增力丸吗,孕妇可以服用百补增力丸吗,1
361,咳血,孕妇能吃百补增力丸吗,百补增力丸适合儿童吃吧,0
367,咳血,血热月经淋漓半月可以吃断血流片吗,血热月经淋漓半月适合吃断血流片吗,1
368,咳血,血热月经淋漓半月可以吃断血流片吗,血热月经淋漓半月还能吃断血流片吗,1
369,咳血,血热月经淋漓半月可以吃断血流片吗,断血流片适应症有哪些,0
369,咳血,血热月经淋漓半月可以吃断血流片吗,断血流片是中药还是西药,0
369,咳血,血热月经淋漓半月可以吃断血流片吗,吃断血流片忌口吗,0
